Serial,URL,College,Course,Status
1205,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1205_P1_A1.pdf,,,Error or Not Found
1206,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1206_P1_A1.pdf,,,Error or Not Found
1207,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1207_P1_A1.pdf,,,Error or Not Found
1208,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1208_P1_A1.pdf,,,Error or Not Found
1209,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1209_P1_A1.pdf,,,Error or Not Found
1210,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1210_P1_A1.pdf,,,Error or Not Found
1211,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1211_P1_A1.pdf,,,Error or Not Found
1212,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1212_P1_A1.pdf,,,Error or Not Found
1213,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1213_P1_A1.pdf,,,Error or Not Found
1214,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1214_P1_A1.pdf,,,Error or Not Found
1215,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1215_P1_A1.pdf,,,Error or Not Found
1216,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1216_P1_A1.pdf,,,Error or Not Found
1217,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1217_P1_A1.pdf,,,Error or Not Found
1218,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1218_P1_A1.pdf,,,Error or Not Found
1219,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1219_P1_A1.pdf,,,Error or Not Found
1220,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1220_P1_A1.pdf,,,Error or Not Found
1221,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1221_P1_A1.pdf,,,Error or Not Found
1222,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1222_P1_A1.pdf,,,Error or Not Found
1223,https://wbcap2025storage.blob.core.windows.net/public/MeritList_P1/1223_P1_A1.pdf,,,Error or Not Found
